,Top_1_name,click_count,num_links_in,name_links_in,num_links_out,name_links_out
Great_Britain,united kingdom,1095,180.0,"['%C3%81ed%C3%A1n_mac_Gabr%C3%A1in', '%C3%93engus_I_of_the_Picts', '4-4-0', 'A_Tale_of_a_Tub', 'Aberdeen', 'Accra', 'Afghanistan', 'Alfred_the_Great', 'Anarchism', 'Andrew_Carnegie', 'Andrew_Jackson', 'Andrew_Johnson', 'Anguilla', 'Antigua_and_Barbuda', 'Aquarium', 'Arthur_Wellesley%2C_1st_Duke_of_Wellington', 'Atlantic_Ocean', 'Atlantic_slave_trade', 'Australia', 'Auto_racing', 'Axe', 'Barcelona', 'Beaver', 'Bede', 'Ben_Nevis', 'Bermuda', 'Bog', 'Boston_RFC', 'British_East_India_Company', 'British_Empire', 'British_Isles', 'British_Isles_%28terminology%29', 'Bronze_Age', 'Brunei', 'Canada_Goose', 'Captain_Marvel_%28DC_Comics%29', 'Catherine_II_of_Russia', 'Charlie_Chaplin', 'Chicken', 'Computer', 'Constantine_I', 'Constitutional_monarchy', 'Continent', 'Coot', 'Cormorant', 'Cretaceous', 'Crimean_Karaites', 'Czech_Republic', 'D%C3%A1l_Riata', 'David_Blanchflower', 'Davis_Cup', 'Devonian', 'Dill', 'Dublin', 'Dune', 'Eagle', 'EastEnders', 'England', 'English_Channel', 'English_language', 'Episcopal_polity', 'Eskimo', 'Eurasian_Collared_Dove', 'Eurasian_Oystercatcher', 'F-4_Phantom_II', 'FIFA_World_Cup', 'Fieldfare', 'Fort_de_Chartres', 'France_in_the_American_Revolutionary_War', 'Freetown', 'Geography_of_Ireland', 'George_III_of_the_United_Kingdom', 'George_II_of_Great_Britain', 'Germany', 'Great_Auk', 'Gustavus_Franklin_Swift', 'Guyana', 'Hadrian%27s_Wall', 'Halloween', 'History_of_New_Jersey', 'History_of_South_Carolina', 'History_of_the_Royal_Australian_Navy', 'History_of_the_world', 'Horse', 'Hurricane_Mitch', 'Iceland', 'Indira_Gandhi', 'Indonesia', 'Industrial_Revolution', 'International_English', 'Ireland', 'Irish_Sea', 'Irish_people', 'Islam', 'Isle_of_Wight', 'Isles_of_Scilly', 'Italy', 'Jacobite_rising', 'James_K._Polk', 'James_Lovelock', 'Jersey', 'Jonathan_Wild', 'Jump_rope', 'Khazars', 'King_Arthur', 'Kiribati', 'Kuwait', 'Latin', 'Laurence_Olivier', 'Lebanon', 'Lerwick', 'List_of_Prime_Ministers_of_the_United_Kingdom', 'List_of_monarchs_in_the_British_Isles', 'Local_government_in_the_United_Kingdom', 'Manifest_Destiny', 'Mark_Webber', 'Marshall_Plan', 'Martinique', 'Military_history_of_France', 'Milk', 'Modern_history', 'Montreal', 'Myanmar', 'Napoleonic_Wars', 'Nathu_La', 'National_Gallery%2C_London', 'Neighbours', 'Netherlands', 'New_Forest', 'North_America', 'North_Sea', 'Northern_Ireland', 'Ordination_of_women', 'Oswald_of_Northumbria', 'Park', 'Pete_Sampras', 'Pied_Avocet', 'Pochard', 'Pompeii', 'Post-glacial_rebound', 'Pottery', 'President_of_the_United_States', 'Principality', 'Privy_Council_of_the_United_Kingdom', 'Qing_Dynasty', 'Rail_transport', 'Redwing', 'Redwood_National_and_State_Parks', 'Ringed_Plover', 'River', 'Roman_Britain', 'Rook_%28bird%29', 'Saint_Lucia', 'Scotland', 'Scotland_in_the_High_Middle_Ages', 'Scouting', 'Sierra_Leone', 'Still_Game', 'Sugar', 'Tashkent', 'Telephone', 'The_Fens', 'The_Temptations', 'Time_zone', 'Tree_Sparrow', 'Tuberculosis', 'Ukulele', 'United_Kingdom', 'United_Kingdom_national_football_team', 'Utrecht_%28city%29', 'Vanuatu', 'Wales', 'Wallis_and_Futuna', 'White_Wagtail', 'Wigeon', 'William_Renshaw', 'Wine', 'Woodrow_Wilson', 'World_War_II', 'Zheng_He']",35.0,"['Ancient_Greece', 'Ancient_Rome', 'Antelope', 'BBC', 'Bristol', 'British_Isles', 'British_Isles_%28terminology%29', 'Channel_Islands', 'Climate', 'England', 'English_Channel', 'Europe', 'France', 'French_language', 'Hebrides', 'Ice_age', 'Ireland', 'Isle_of_Man', 'Isle_of_Wight', 'Isles_of_Scilly', 'James_I_of_England', 'Northern_Ireland', 'Olympic_Games', 'Orkney', 'Picts', 'Ptolemy', 'Republic_of_Ireland', 'Roman_Britain', 'Scotland', 'Scottish_Gaelic_language', 'Shetland', 'Ukraine', 'United_Kingdom', 'Viking', 'Wales']"
Great_Bustard,hungary,4,1.0,['Trabancos_River'],11.0,"['Animal', 'Asia', 'Binomial_nomenclature', 'Bird', 'Bird_migration', 'British_Isles', 'Carolus_Linnaeus', 'Chordate', 'Europe', 'Hungary', 'Scientific_classification']"
Great_comet,,28,3.0,"['Comet_Hale-Bopp', 'Comet_Hyakutake', 'Great_Comet_of_1882']",6.0,"['Comet', 'Comet_Hale-Bopp', 'Comet_Halley', 'Comet_Hyakutake', 'Great_Comet_of_1882', 'Solar_System']"
Great_Comet_of_1882,south africa,17,1.0,['Great_comet'],6.0,"['Aristotle', 'Cape_Town', 'Comet', 'Great_comet', 'South_Africa', 'Sun']"
Great_Cormorant,,19,2.0,"['Cormorant', 'The_Broads']",20.0,"['Animal', 'Asia', 'Atlantic_Ocean', 'Binomial_nomenclature', 'Bird', 'Bird_migration', 'Canada', 'Carolus_Linnaeus', 'Chordate', 'Cormorant', 'Europe', 'Feather', 'Fish', 'Greenland', 'Iceland', 'Japan', 'New_Zealand', 'North_America', 'Scientific_classification', 'United_Kingdom']"
Great_Crested_Grebe,,13,1.0,['The_Broads'],14.0,"['Africa', 'Animal', 'Asia', 'Binomial_nomenclature', 'Bird', 'Bird_migration', 'Carolus_Linnaeus', 'Chordate', 'Crustacean', 'Europe', 'Extinction', 'Insect', 'Scientific_classification', 'United_Kingdom']"
Great_hammerhead,,0,,,4.0,"['Animal', 'Binomial_nomenclature', 'Chordate', 'Scientific_classification']"
Great_Lakes,united states,228,46.0,"['19th_century', 'American_English', 'Ann_Arbor%2C_Michigan', 'Apricot', 'Baltimore%2C_Maryland', 'Boundary_Waters_Canoe_Area_Wilderness', 'Canada', 'Canada_Goose', 'Canadian_Pacific_Railway', 'Chicago', 'Cleveland%2C_Ohio', 'Detroit%2C_Michigan', 'Drosera_anglica', 'Economy_of_the_Iroquois', 'Erie_Canal', 'Eurasian_Collared_Dove', 'First_Transcontinental_Railroad', 'France_in_the_American_Revolutionary_War', 'Galveston_Hurricane_of_1900', 'George_Washington', 'Glacier', 'Great_Lakes_Storm_of_1913', 'Gustavus_Franklin_Swift', 'Henry_David_Thoreau', 'Herring_Gull', 'Hurricane_Katrina', 'Ice_age', 'Isaac_Brock', 'Jacques_Cartier', 'Lake_Baikal', 'Lake_Superior', 'Leif_Ericson', 'Meteorological_history_of_Hurricane_Katrina', 'Military_history_of_Canada', 'Minnesota', 'Mississippi_River', 'Montreal', 'New_York_City', 'Ottawa', 'Paul_Kane', 'Post-glacial_rebound', 'Refrigerator_car', 'Sea', 'Toronto', 'United_States', 'United_States_Numbered_Highways']",23.0,"['Atlantic_Ocean', 'Bill_Clinton', 'Canada', 'Chicago', 'Coal', 'Erie_Canal', 'Fresh_water', 'Great_Lakes_Storm_of_1913', 'Ice_age', 'Invasive_species', 'Lake_Superior', 'Minnesota', 'Niagara_Falls', 'North_America', 'Rhode_Island', 'Saint_Lawrence_Seaway', 'Scotland', 'Ship', 'Steel', 'Toronto', 'Transport', 'United_States', 'West_Virginia']"
Great_Lakes_Storm_of_1913,united states,17,1.0,['Great_Lakes'],23.0,"['Autumn', 'Canada', 'Cereal', 'Chicago', 'Cleveland%2C_Ohio', 'Coal', 'Great_Lakes', 'Gulf_of_Mexico', 'Lake_Superior', 'Meteorology', 'Mississippi_River', 'Natural_disaster', 'North_America', 'Rain', 'Rocky_Mountains', 'Ship', 'Snow', 'Telephone', 'Tropical_cyclone', 'United_States', 'United_States_dollar', 'Washington%2C_D.C.', 'Weather_forecasting']"
Great_Moravia,,14,7.0,"['10th_century', '8th_century', 'Bratislava', 'Czech_Republic', 'Eastern_Orthodox_Church', 'Hungary', 'Slovakia']",21.0,"['10th_century', 'Austria', 'Bratislava', 'Budapest', 'Bulgaria', 'Byzantine_Empire', 'Charlemagne', 'Croatia', 'Czech_Republic', 'Danube', 'Holy_Roman_Empire', 'Hungary', 'Latin', 'Poland', 'Russia', 'Serbia', 'Slavic_mythology', 'Slovakia', 'Slovenia', 'Ukraine', 'Vienna']"
Great_Pyramid_of_Giza,egypt,102,8.0,"['Africa', 'Ancient_Egypt', 'Ancient_history', 'Cairo', 'Giza_pyramid_complex', 'Granite', 'Lighthouse_of_Alexandria', 'Pyramid']",13.0,"['Agriculture', 'Ancient_Egypt', 'Anno_Domini', 'Cairo', 'Egypt', 'Granite', 'Greece', 'Herodotus', 'Mathematics', 'Mexico', 'Mosque', 'Nile', 'Poland']"
Great_Red_Spot,,57,7.0,"['Cassini-Huygens', 'Comet_Shoemaker-Levy_9', 'Jupiter', 'Neptune', 'Saturn', 'Solar_System', 'Weather']",7.0,"['Cloud', 'Day', 'Earth', 'Gas_giant', 'Hubble_Space_Telescope', 'Planet', 'Telescope']"
Great_Rift_Valley,mozambique,53,28.0,"['2005_Lake_Tanganyika_earthquake', 'African_Great_Lakes', 'Burundi', 'Dead_Sea', 'Democratic_Republic_of_the_Congo', 'East_Africa', 'Eritrea', 'Ethiopia', 'Geography_of_Africa', 'Jordan', 'Jordan_River', 'Kenya', 'Lake_Albert', 'Lake_Edward', 'Lake_Kivu', 'Lake_Tanganyika', 'Lake_Turkana', 'Lake_Victoria', 'Malawi', 'Mount_Nyiragongo', 'Nairobi', 'Nile', 'Ostrich', 'Plate_tectonics', 'Red_Sea', 'Rwanda', 'Sea_of_Galilee', 'West_Bank']",20.0,"['Dead_Sea', 'East_Africa', 'Indian_Ocean', 'Israel', 'Jordan', 'Jordan_River', 'Kenya', 'Lake_Tanganyika', 'Lake_Victoria', 'Lebanon', 'Mineral', 'Mount_Kilimanjaro', 'Mount_Nyiragongo', 'Mozambique', 'Nairobi', 'Red_Sea', 'Sea_of_Galilee', 'Syria', 'Tanzania', 'Volcano']"
Great_Salt_Lake,,56,9.0,"['Dead_Sea', 'Desert', 'List_of_lakes', 'List_of_world%27s_largest_lakes', 'Mineral', 'Ocean', 'Rocky_Mountains', 'Salt_Lake_City%2C_Utah', 'Sea']",15.0,"['Calcium', 'Crocodile', 'Dead_Sea', 'Dolphin', 'Drought', 'Fish', 'Horse', 'Magnesium', 'Potassium', 'Salt', 'Salt_Lake_City%2C_Utah', 'Seawater', 'Selenium', 'South_America', 'U.S._state']"
Great_Spotted_Woodpecker,,17,1.0,['Woodpecker'],11.0,"['Animal', 'Asia', 'Beetle', 'Binomial_nomenclature', 'Bird', 'Carolus_Linnaeus', 'Chordate', 'Europe', 'Insect', 'Scientific_classification', 'Woodpecker']"
Great_Tit,,0,1.0,['Blue_Tit'],13.0,"['Animal', 'Asia', 'Binomial_nomenclature', 'Bird', 'Bird_migration', 'Carolus_Linnaeus', 'China', 'Chordate', 'Europe', 'India', 'Japan', 'Russia', 'Scientific_classification']"
Great_Wall_of_China,china,110,16.0,"['Beijing', 'China', 'Civilization', 'Civilization_%28computer_game%29', 'History_of_the_world', 'Invasion', 'Marco_Polo', 'Mikhail_Gorbachev', 'Ming_Dynasty', 'Mongolia', 'Qin_Dynasty', 'Qin_Shi_Huang', 'Qing_Dynasty', 'Trench_warfare', 'World_Heritage_Site', 'Zheng_He']",19.0,"['17th_century', 'Apollo_11', 'Beijing', 'Binoculars', 'China', 'Chinese_language', 'Grand_Canal_of_China', 'International_Space_Station', 'Kitsch', 'Mao_Zedong', 'Mars', 'Ming_Dynasty', 'Mongolia', 'Moon', 'Neil_Armstrong', 'Qin_Dynasty', 'Qin_Shi_Huang', 'Winter', 'World_Heritage_Site']"
Great_white_shark,south africa,243,7.0,"['Basking_shark', 'Bull_shark', 'Cookiecutter_shark', 'Jaws_%28film%29', 'Orca', 'Shark', 'Tiger_shark']",28.0,"['Animal', 'Australia', 'BBC', 'Basking_shark', 'Binomial_nomenclature', 'Blacktip_reef_shark', 'California', 'Canada', 'Carolus_Linnaeus', 'Chordate', 'Cuba', 'Dog', 'Dolphin', 'Fish', 'Jaws_%28film%29', 'Malta', 'Mauritius', 'Mediterranean_Sea', 'Mexico', 'Ocean', 'Orca', 'Pelagic_zone', 'Scientific_classification', 'Shark', 'South_Africa', 'Stingray', 'Turtle', 'Volt']"
Great_Yarmouth,,11,11.0,"['Amber', 'Bridge', 'Dunstable_Downs', 'Hampstead_Heath', 'Horatio_Nelson%2C_1st_Viscount_Nelson', 'National_parks_of_England_and_Wales', 'Newmarket', 'Norfolk', 'Norwich', 'Red_rain_in_Kerala', 'The_Broads']",23.0,"['13th_century', 'Anne_of_Great_Britain', 'Beeching_Axe', 'Charles_Dickens', 'Charles_II_of_England', 'David_Copperfield_%28novel%29', 'Edward_I_of_England', 'Elizabeth_I_of_England', 'England', 'European_Parliament', 'Henry_I_of_England', 'John_of_England', 'List_of_sovereign_states', 'London', 'Market', 'Nile', 'Norfolk', 'Norwich', 'Oxford', 'Petroleum', 'Trafalgar_Square', 'United_Kingdom', 'World_War_II']"
Greco-Buddhism,afghanistan,12,4.0,"['Buddhist_art', 'History_of_Central_Asia', 'Pakistan', 'Persian_Empire']",35.0,"['Afghanistan', 'Alexander_the_Great', 'Ancient_Egypt', 'Ancient_Greece', 'Ancient_Rome', 'Apollo', 'Asia', 'Augustine_of_Hippo', 'Brahman', 'Buddha', 'Buddhism', 'Buddhist_art', 'China', 'Civilization', 'Coin', 'Egypt', 'Ethics', 'Greek_mythology', 'Hellenistic_Greece', 'Himalayas', 'India', 'Indo-Greek_Kingdom', 'Indus_River', 'Islam', 'Japan', 'Kashmir_region', 'Korea', 'Mediterranean_Sea', 'Pakistan', 'Ptolemy', 'Sanskrit', 'Sculpture', 'Sri_Lanka', 'Tenzin_Gyatso%2C_14th_Dalai_Lama', 'Zoroaster']"
Greece,greece,661,246.0,"['%E2%82%AC2_commemorative_coins', '1896_Summer_Olympics', '1st_century_BC', '21st_century', 'Acetic_acid', 'Achilles', 'Actor', 'Akhenaten', 'Albania', 'Alchemy', 'Aleksandr_Pushkin', 'Almond', 'Ancient_Greece', 'Ancient_history', 'Anno_Domini', 'Antarctic_Treaty_System', 'Antimony', 'Architecture', 'Armenia', 'Asia', 'Astrology', 'Athens', 'Athletics_%28track_and_field%29', 'Atlanta%2C_Georgia', 'Atlantis', 'Azerbaijan', 'Baltimore%2C_Maryland', 'Basil', 'Basketball', 'Battle_of_Marathon', 'Battle_of_Normandy', 'Beirut', 'Benito_Mussolini', 'Berlin', 'Bologna', 'Bratislava', 'Bretton_Woods_system', 'Bridge', 'British_Empire', 'Brown_trout', 'Buddhism', 'Bulgaria', 'Byzantine_Empire', 'C._S._Lewis', 'Capital', 'Cataract_surgery', 'Cheese', 'Citizen_Kane', 'Civilization', 'Cologne', 'Colossus_of_Rhodes', 'Copper', 'Coriander', 'Corundum', 'Creationism', 'Croatia', 'Cyprus', 'Cyrus_the_Great', 'David_III_of_Tao', 'Decade_Volcanoes', 'Deluge_%28mythology%29', 'Demosthenes', 'Dice', 'Doctor_Who', 'Donald_Duck', 'Driving_on_the_left_or_right', 'Dwight_D._Eisenhower', 'Dysprosium', 'Egypt', 'Elizabeth_II_of_the_United_Kingdom', 'England', 'Erwin_Rommel', 'Ethiopia', 'Euclid', 'Euro', 'Europe', 'European_Parliament', 'European_Space_Agency', 'European_Union', 'F-4_Phantom_II', 'Fascism', 'Fed_Cup', 'First_Council_of_Nicaea', 'First_Macedonian_War', 'Flat_Earth', 'Florida', 'Formula_One', 'Frederick_Douglass', 'Genoa', 'George_Byron%2C_6th_Baron_Byron', 'George_V_of_the_United_Kingdom', 'Georgia_%28country%29', 'Gerald_Durrell', 'Germany', 'Gibraltar', 'Global_spread_of_H5N1', 'Gold_standard', 'Great_Pyramid_of_Giza', 'Greek_War_of_Independence', 'H.D.', 'HTTP_cookie', 'Harold_Macmillan', 'Harry_S._Truman', 'Helen', 'Hip_hop_music', 'History_of_Buddhism', 'History_of_Greece', 'History_of_painting', 'History_of_saffron', 'History_of_the_Royal_Australian_Navy', 'History_of_the_world', 'Homer', 'Honey', 'Humphry_Davy', 'ITunes', 'Indian_Ocean', 'International_Red_Cross_and_Red_Crescent_Movement', 'Interpol', 'Isis', 'Israel', 'Istanbul', 'Italy', 'Jew', 'John_Pershing', 'Joseph_Stalin', 'Judaism', 'Julius_Caesar', 'Jupiter_%28mythology%29', 'Latin_alphabet', 'Latvia', 'Law', 'League_of_Nations', 'Lebanon', 'Liechtenstein', 'List_of_European_Union_member_states_by_accession', 'List_of_European_countries', 'List_of_circulating_currencies', 'List_of_countries', 'List_of_countries_by_system_of_government', 'List_of_lakes', 'List_of_popes', 'List_of_sovereign_states', 'Los_Angeles%2C_California', 'Macedon', 'Malaria', 'Malta', 'Manuel_I_Komnenos', 'Marginated_Tortoise', 'Mark_Antony', 'Marshall_Plan', 'Mausoleum_of_Maussollos', 'Mediterranean_Sea', 'Melbourne', 'Middle_Ages', 'Military_dictatorship', 'Minoan_civilization', 'Monarchy', 'Montenegro', 'Montreal', 'Muscat%2C_Oman', 'Music_of_Albania', 'Music_of_Ireland', 'Music_of_Spain', 'NATO', 'Neoclassicism', 'Netherlands', 'Number', 'Odysseus', 'Odyssey', 'Olive_oil', 'Olympic_Games', 'Oregano', 'Ottoman_Empire', 'Palladian_architecture', 'Paris', 'Parliamentary_system', 'Paul_McCartney', 'Paul_of_Tarsus', 'Pericles', 'Persian_Empire', 'Pleiades_%28star_cluster%29', 'Pollution', 'Pompeii', 'Pope_John_Paul_II', 'Praseodymium', 'Prehistoric_man', 'Rail_transport', 'Republic_of_China', 'Republic_of_Macedonia', 'Rhine', 'River_Thames', 'Roman_road', 'Russian_language', 'Saffron', 'Salt', 'San_Marino', 'Santorini', 'Scouting', 'Screw', 'Seattle%2C_Washington', 'Second_Crusade', 'Seoul', 'Serbia', 'Serbia_and_Montenegro', 'Sesame', 'Shrine_of_Remembrance', 'Sim%C3%B3n_Bol%C3%ADvar', 'Sistine_Chapel_ceiling', 'Slavery', 'Slovenia', 'Soup', 'Statue_of_Zeus_at_Olympia', 'Steel', 'Supermarine_Spitfire', 'Symmetry', 'Tanzania', 'Thalassemia', 'The_Count_of_Monte_Cristo', 'The_Hitchhiker%27s_Guide_to_the_Galaxy', 'The_Holocaust', 'The_King%27s_Regiment_%28Liverpool%29', 'Theatre_in_the_round', 'Time', 'Tobacco', 'Toy', 'Trade_and_usage_of_saffron', 'Trinity', 'Turkey', 'Turkish_Republic_of_Northern_Cyprus', 'United_States', 'University', 'Vicia_faba', 'Viking', 'Virgil', 'Vodafone', 'Volcano', 'Walter_Raleigh', 'Washington%2C_D.C.', 'Water_polo', 'Western_Roman_Empire', 'Western_painting', 'William_Hogarth', 'Winston_Churchill', 'World_War_I', 'Yarralumla%2C_Australian_Capital_Territory', 'Yugoslavia']",114.0,"['Adolf_Hitler', 'Africa', 'Albania', 'Algeria', 'Ancient_Greece', 'Andorra', 'Argentina', 'Aristotle', 'Armenia', 'Asia', 'Athena', 'Athens', 'Austria', 'Azerbaijan', 'Belarus', 'Belgium', 'Bosnia_and_Herzegovina', 'Bulgaria', 'Byzantine_Empire', 'Climate', 'Croatia', 'Currency', 'Cyprus', 'Czech_Republic', 'Democracy', 'Denmark', 'Drama', 'Egypt', 'Estonia', 'Euro', 'Europe', 'European_Space_Agency', 'European_Union', 'Fascism', 'Finland', 'France', 'Georgia_%28country%29', 'Germany', 'Ghana', 'Hellenistic_Greece', 'Herodotus', 'Homer', 'Hungary', 'Iceland', 'Ireland', 'Israel', 'Italy', 'Japan', 'Jew', 'Kazakhstan', 'Latvia', 'Lebanon', 'Libya', 'Liechtenstein', 'List_of_countries', 'List_of_countries_by_system_of_government', 'Lithuania', 'Luxembourg', 'Macedon', 'Malta', 'Marshall_Plan', 'Mediterranean_Sea', 'Middle_East', 'Moldova', 'Monaco', 'Monarchy', 'Montenegro', 'Morocco', 'NATO', 'Netherlands', 'Norway', 'Olympic_Games', 'Ottoman_Empire', 'Owl', 'Parthenon', 'People%27s_Republic_of_China', 'Peru', 'Philosophy', 'Plato', 'Poland', 'Political_science', 'Portugal', 'Pythagoras', 'Qatar', 'Republic_of_Ireland', 'Republic_of_Macedonia', 'Republic_of_the_Congo', 'Roman_Greece', 'Romania', 'Russia', 'San_Marino', 'Santorini', 'Serbia', 'Slovakia', 'Slovenia', 'Socrates', 'Spain', 'Sweden', 'Switzerland', 'Syria', 'Tanzania', 'Temple_of_Artemis', 'Thucydides', 'Time_zone', 'Tourism', 'Tunisia', 'Turkey', 'Ukraine', 'United_Kingdom', 'United_Nations', 'United_States', 'Vatican_City', 'World_War_I', 'World_War_II']"
Greek_mythology,greece,520,70.0,"['A_Christmas_Carol', 'Achilles', 'Agamemnon', 'Ancient_Rome', 'Ancient_history', 'Apatosaurus', 'Apollo', 'Astrology', 'Athena', 'Atlantic_Ocean', 'Buddhist_art', 'C._S._Lewis', 'Capitoline_Triad', 'Colossus_of_Rhodes', 'Cyclops', 'Deluge_%28mythology%29', 'Dolphin', 'Eilmer_of_Malmesbury', 'Enceladus_%28moon%29', 'Europe', 'Feather', 'Fennel', 'Fiction', 'Frankenstein', 'Galaxy', 'Greco-Buddhism', 'Helen', 'Heracles', 'History_of_Greece', 'Igor_Stravinsky', 'Isaac_Asimov', 'Isis', 'Leo_%28constellation%29', 'Mars', 'Mausoleum_of_Maussollos', 'Mentha', 'Milky_Way', 'Minoan_civilization', 'Morphine', 'Mythology', 'Niobium', 'Norse_mythology', 'Ocean', 'Odysseus', 'Owl', 'Pleiades_%28star_cluster%29', 'Promethium', 'Rainbow', 'River', 'Roman_mythology', 'Saturn', 'Sauroposeidon', 'Sirius', 'Solar_System', 'Star', 'Sunflower', 'Swan', 'Tantalum', 'Tehran', 'The_Illuminatus%21_Trilogy', 'The_Lion%2C_the_Witch_and_the_Wardrobe', 'Titanium', 'Titanosauridae', 'Trojan_War', 'Uranus', 'Vivien_Leigh', 'Water', 'Wind', 'Winter', 'Zeus']",55.0,"['12th_century', '18th_century', '19th_century', '20th_century', 'Achilles', 'Agamemnon', 'Agriculture', 'Ancient_Greece', 'Ancient_history', 'Apollo', 'Athena', 'Augustine_of_Hippo', 'Black_Sea', 'Carl_Jung', 'Christianity', 'Claude_L%C3%A9vi-Strauss', 'Cyclops', 'Dante_Alighieri', 'Deity', 'France', 'George_Byron%2C_6th_Baron_Byron', 'Germany', 'Hellenistic_Greece', 'Heracles', 'Homer', 'Italy', 'James_Joyce', 'John_Milton', 'Jupiter_%28mythology%29', 'Leonardo_da_Vinci', 'Library_of_Alexandria', 'Michelangelo', 'Minoan_civilization', 'Mythology', 'Odysseus', 'Odyssey', 'Paris', 'Parthenon', 'Plato', 'Raphael', 'Renaissance', 'Roman_Empire', 'Roman_mythology', 'Romanticism', 'Rome', 'Sanskrit', 'Sigmund_Freud', 'Stoicism', 'Swan', 'Syria', 'Thucydides', 'Trojan_War', 'Virgil', 'William_Shakespeare', 'Zeus']"
Greek_War_of_Independence,greece,40,11.0,"['1896_Summer_Olympics', '19th_century', 'Ancient_Greece', 'Athens', 'Byzantine_Empire', 'George_Byron%2C_6th_Baron_Byron', 'Hellenistic_Greece', 'History_of_Greece', 'Minoan_civilization', 'Ottoman_Empire', 'Roman_Greece']",24.0,"['14th_century', '15th_century', '18th_century', '19th_century', 'Albania', 'Ancient_Greece', 'Athens', 'Bucharest', 'Byzantine_Empire', 'Cyprus', 'Egypt', 'France', 'French_Revolution', 'Greece', 'Hellenistic_Greece', 'History_of_Greece', 'Minoan_civilization', 'Napoleon_I_of_France', 'Nationalism', 'Ottoman_Empire', 'Roman_Greece', 'Romania', 'Romanticism', 'Vienna']"
Greenhouse_effect,france,224,22.0,"['Carbon_dioxide', 'Climate_change', 'Cretaceous-Tertiary_extinction_event', 'Earth', 'Earth%27s_atmosphere', 'Ecology', 'Germany', 'Global_warming', 'Greenhouse_effect', 'Heat', 'History_of_the_world', 'Ice_age', 'James_Lovelock', 'Mauna_Loa', 'Nuclear_power', 'Palm_oil', 'Snowball_Earth', 'Stephen_Hawking', 'Svalbard', 'Venus', 'Water', 'Weed']",12.0,"['Argon', 'Carbon_dioxide', 'Earth%27s_atmosphere', 'Global_warming', 'Greenhouse_effect', 'Hydrogen', 'Nitrogen', 'Oxygen', 'Ozone', 'Planet', 'Quantum_mechanics', 'Venus']"
Greenland,denmark,224,69.0,"['Able_Archer_83', 'Arctic', 'Arctic_Circle', 'Arctic_Ocean', 'Arctic_Tern', 'Atlantic_Ocean', 'Atlantic_herring', 'Battle_of_Normandy', 'Blue_Whale', 'British_Indian_Ocean_Territory', 'British_Isles', 'Carbon', 'Carbon_dioxide', 'Common_cold', 'Continent', 'Cretaceous', 'Denmark', 'Driving_on_the_left_or_right', 'Eocene', 'Eskimo', 'Europe', 'European_Union', 'Faroe_Islands', 'Florida', 'Football', 'Frederick_II%2C_Holy_Roman_Emperor', 'Geography_of_Africa', 'Glacier', 'Glaciology', 'Great_Auk', 'Great_Cormorant', 'History_of_Greenland', 'History_of_nuclear_weapons', 'Hudson_Bay', 'Ice_age', 'Ice_sheet', 'Iceland', 'Jan_Mayen', 'Labor_Day_Hurricane_of_1935', 'Leif_Ericson', 'List_of_European_Union_member_states_by_accession', 'List_of_North_American_countries', 'List_of_countries', 'Longship', 'Mallard', 'Miocene', 'Monarchies_in_the_European_Union', 'Monarchy', 'North_America', 'North_Sea_oil', 'Norway', 'Orca', 'Owl', 'Paleocene', 'Peregrine_Falcon', 'Plateosaurus', 'RMS_Titanic', 'Retreat_of_glaciers_since_1850', 'Roald_Amundsen', 'Santa_Claus', 'Sea_level_rise', 'Shoshone_National_Forest', 'Steel', 'Time_zone', 'United_States', 'Viking', 'Walrus', 'Weather', 'Wind']",40.0,"['11th_century', '15th_century', 'Arctic', 'Arctic_Ocean', 'Atlantic_Ocean', 'Canada', 'Christianity', 'Climate', 'Climate_change', 'Continent', 'Currency', 'Denmark', 'English_language', 'Europe', 'European_Union', 'FIFA', 'Faroe_Islands', 'Finland', 'Fish', 'Fishing', 'Football_%28soccer%29', 'Germany', 'Ice', 'Iceland', 'India', 'Lead', 'List_of_countries_by_system_of_government', 'Napoleonic_Wars', 'North_America', 'Norway', 'Russia', 'Ship', 'Snow', 'Sweden', 'Time_zone', 'Tourism', 'United_States', 'Weather', 'World_War_II', 'Zinc']"
Green_Woodpecker,,16,1.0,['Woodpecker'],10.0,"['Animal', 'Ant', 'Asia', 'Binomial_nomenclature', 'Bird', 'Carolus_Linnaeus', 'Europe', 'Insect', 'Scientific_classification', 'Woodpecker']"
Gregorian_chant,finland,47,8.0,"['A_cappella', 'Christian_monasticism', 'Folk_music', 'Medieval_music', 'Music_of_Hungary', 'Music_of_Italy', 'Music_of_Spain', 'Poetry']",21.0,"['Anno_Domini', 'Asteroid', 'Augustine_of_Hippo', 'Austria', 'Baroque', 'Charlemagne', 'Christianity', 'Finland', 'Franks', 'Hebrew_language', 'Iceland', 'Last_Supper', 'Medieval_music', 'Milan', 'Poland', 'Renaissance_music', 'Roman_Catholic_Church', 'Roman_Empire', 'Slovakia', 'Wolfgang_Amadeus_Mozart', 'York']"
